,DateTime,P001
601,2010-05-18 19:30:00,8.149999999999999
602,2010-05-18 19:50:00,3.73
603,2010-05-18 20:00:00,81.08
604,2010-05-18 20:10:00,13.24
605,2010-05-18 20:20:00,0.9299999999999999
606,2010-05-18 20:30:00,31.97
607,2010-05-18 20:40:00,31.180000000000003
608,2010-05-18 20:50:00,0.37
609,2010-05-18 21:00:00,0.9199999999999999
610,2010-05-18 21:10:00,0.19
611,2010-05-18 21:20:00,0.37
612,2010-05-18 21:30:00,0.37
613,2010-05-18 21:40:00,0.37
614,2010-05-18 21:50:00,0.43
615,2010-05-18 22:10:00,0.04
616,2010-05-19 01:00:00,0.54
617,2010-05-19 01:50:00,0.33
618,2010-05-19 02:00:00,0.16
619,2010-05-19 02:20:00,0.33
620,2010-05-19 02:30:00,25.60000000000001
621,2010-05-19 02:40:00,6.87
622,2010-05-19 02:50:00,1.16
623,2010-05-19 03:00:00,0.37
624,2010-05-19 03:10:00,1.22
625,2010-05-19 03:50:00,0.04
626,2010-05-19 04:00:00,3.73
627,2010-05-19 04:10:00,2.6500000000000004
628,2010-05-19 05:10:00,5.590000000000001
629,2010-05-19 05:20:00,0.9200000000000002
630,2010-05-19 05:30:00,0.04
631,2010-05-19 06:10:00,3.2399999999999998
632,2010-05-19 06:20:00,1.37
633,2010-05-19 06:50:00,7.389999999999999
634,2010-05-19 07:00:00,4.68
635,2010-05-19 07:10:00,1.27
636,2010-05-19 07:20:00,3.19
637,2010-05-19 07:30:00,1.2799999999999998
638,2010-05-19 07:50:00,0.45999999999999996
639,2010-05-19 08:00:00,75.6
640,2010-05-19 08:10:00,11.819999999999999
641,2010-05-19 08:50:00,3.14
642,2010-05-19 09:00:00,8.12
643,2010-05-19 09:10:00,0.17
644,2010-05-19 09:20:00,0.9900000000000001
645,2010-05-19 09:30:00,2.4699999999999998
646,2010-05-19 09:40:00,0.33
647,2010-05-19 10:00:00,0.33
648,2010-05-19 10:20:00,0.2
649,2010-05-19 10:30:00,62.67
650,2010-05-19 10:40:00,72.65
651,2010-05-19 10:50:00,19.82
652,2010-05-19 11:40:00,7.439999999999999
653,2010-05-19 11:50:00,1.5999999999999999
654,2010-05-19 12:20:00,2.0199999999999996
655,2010-05-19 12:40:00,0.18000000000000002
656,2010-05-19 12:50:00,0.55
657,2010-05-19 13:10:00,0.16
658,2010-05-19 13:20:00,0.5
659,2010-05-19 13:30:00,0.8600000000000001
660,2010-05-19 13:40:00,0.12
661,2010-05-19 14:10:00,67.59
662,2010-05-19 15:10:00,0.33999999999999997
663,2010-05-19 15:50:00,0.54
664,2010-05-19 16:30:00,0.63
665,2010-05-19 16:40:00,7.140000000000001
666,2010-05-19 16:50:00,37.28
667,2010-05-19 17:00:00,33.63
668,2010-05-19 17:10:00,68.91
669,2010-05-19 17:20:00,138.25000000000006
670,2010-05-19 17:30:00,23.560000000000002
671,2010-05-19 17:40:00,0.33
672,2010-05-19 17:50:00,50.559999999999995
673,2010-05-19 18:00:00,114.71000000000001
674,2010-05-19 18:10:00,3.9800000000000004
675,2010-05-19 18:20:00,7.360000000000002
676,2010-05-19 18:30:00,5.460000000000002
677,2010-05-19 18:40:00,6.220000000000002
678,2010-05-19 18:50:00,9.580000000000002
679,2010-05-19 19:00:00,5.33
